accuracy;loss;val_accuracy;val_loss
0.3192421495914459;2.3990392684936523;0.48190000653266907;1.9571022987365723
0.5230094790458679;1.843324899673462;0.5974000096321106;1.607712984085083
0.6223966479301453;1.549607515335083;0.6717000007629395;1.4086192846298218
0.690744161605835;1.3388701677322388;0.710099995136261;1.2854351997375488
0.743251383304596;1.1866651773452759;0.7662000060081482;1.1159601211547852
0.7820410132408142;1.0732858180999756;0.8001999855041504;1.0114036798477173
0.8052306771278381;1.001265287399292;0.8015000224113464;0.9992828965187073
0.8123798370361328;0.9832462072372437;0.8055999875068665;0.9872607588768005
0.8152235150337219;0.9784646034240723;0.8079000115394592;0.9860743880271912
0.8142222166061401;0.9758902192115784;0.8075000047683716;0.983367383480072
0.8167855143547058;0.9653996229171753;0.8082000017166138;0.9843170046806335
0.815784215927124;0.9681372046470642;0.8098000288009644;0.9772519469261169
0.8200095891952515;0.9565157294273376;0.8129000067710876;0.9727216958999634
0.8218920230865479;0.9528864622116089;0.8102999925613403;0.9828532338142395
0.8235741853713989;0.9480865001678467;0.814300000667572;0.9634875059127808
0.8223726153373718;0.9487918019294739;0.8119000196456909;0.9668664932250977
0.8252763748168945;0.9387819766998291;0.8165000081062317;0.9570552706718445
0.8251762390136719;0.942568302154541;0.8162999749183655;0.9629755020141602
0.8265179395675659;0.9365341663360596;0.817300021648407;0.9546692371368408
0.8264778852462769;0.9316162467002869;0.815500020980835;0.9595222473144531
0.8294416666030884;0.9277320504188538;0.8174999952316284;0.9566224813461304
0.8304629921913147;0.9239343404769897;0.8151999711990356;0.9608568549156189
0.8280599117279053;0.9235610365867615;0.816100001335144;0.9520003199577332
0.8324254751205444;0.9168973565101624;0.8192999958992004;0.9423990249633789
0.8326658010482788;0.9167377352714539;0.8190000057220459;0.9520629048347473
0.8341076374053955;0.9109157919883728;0.8199999928474426;0.9388620853424072
0.8338673710823059;0.9112485647201538;0.8194000124931335;0.9454343914985657
0.8352691531181335;0.90516197681427;0.8238000273704529;0.9333931803703308
0.8343279361724854;0.9054534435272217;0.8219000101089478;0.9381963610649109
0.8367310166358948;0.8983280062675476;0.8215000033378601;0.9397703409194946
0.8377523422241211;0.8971536755561829;0.8245000243186951;0.9334285259246826
0.8370714783668518;0.896305501461029;0.8184000253677368;0.9472874999046326
0.8382129073143005;0.8906017541885376;0.8234000205993652;0.9316531419754028
0.841437041759491;0.8871321082115173;0.8220000267028809;0.9346886873245239
0.8412968516349792;0.8867684006690979;0.8256999850273132;0.9254328012466431
0.8415171504020691;0.8845935463905334;0.824400007724762;0.9280033111572266
0.8438401222229004;0.8803954124450684;0.8252000212669373;0.9256485104560852
0.8410565257072449;0.8798221945762634;0.8281999826431274;0.9189584255218506
0.8456825017929077;0.8748857975006104;0.8281000256538391;0.9205535054206848
0.844761312007904;0.8738749623298645;0.8256999850273132;0.9218581914901733
0.8462632298469543;0.8678615093231201;0.8299999833106995;0.9148779511451721
0.8457425236701965;0.8696523904800415;0.8306000232696533;0.9123886823654175
0.8483458757400513;0.8635967969894409;0.8312000036239624;0.9071187376976013
0.848185658454895;0.8636451363563538;0.8320000171661377;0.9067201018333435
0.8501682281494141;0.8586280941963196;0.8295000195503235;0.9124103784561157
0.8474847674369812;0.8599246740341187;0.8270999789237976;0.9135593771934509
0.8519104719161987;0.8531926274299622;0.8313000202178955;0.9016407132148743
0.8484460115432739;0.8565715551376343;0.8320000171661377;0.9044226408004761
0.8513497114181519;0.8510394096374512;0.833299994468689;0.9022659063339233
0.8516100645065308;0.8494666814804077;0.8314999938011169;0.9047704935073853
0.8546339273452759;0.8419544696807861;0.8309999704360962;0.903154194355011
0.8533322811126709;0.8436468839645386;0.8327000141143799;0.9013665914535522
0.8534724712371826;0.8419947624206543;0.8300999999046326;0.9029076099395752
0.8547540903091431;0.8386490941047668;0.8314999938011169;0.8952092528343201
0.8566765189170837;0.8334224820137024;0.8348000049591064;0.8902762532234192
0.8553548455238342;0.8340243697166443;0.8345999717712402;0.8904569149017334
0.8572172522544861;0.8312361836433411;0.8360999822616577;0.8919476270675659
0.8594000339508057;0.8268211483955383;0.8307999968528748;0.8979002237319946
0.8586791157722473;0.8261145949363708;0.8378000259399414;0.8856474757194519
0.8564562797546387;0.8233570456504822;0.8337000012397766;0.8935332298278809
