accuracy;loss;val_accuracy;val_loss
0.4614676833152771;2.0042436122894287;0.46880000829696655;2.090916633605957
0.6207545399665833;1.5225576162338257;0.5936999917030334;1.590712308883667
0.687800407409668;1.3073275089263916;0.6898999810218811;1.299330472946167
0.7331985235214233;1.1635360717773438;0.7576000094413757;1.0850821733474731
0.7605335116386414;1.076202392578125;0.75;1.1059494018554688
0.7775152325630188;1.0129828453063965;0.7807999849319458;1.0084017515182495
0.7920538187026978;0.9618797898292542;0.7972000241279602;0.9417926073074341
0.8004044890403748;0.9235674738883972;0.8083000183105469;0.9107730388641357
0.8110581636428833;0.8899827003479004;0.8148999810218811;0.887998640537262
0.8195289969444275;0.861921489238739;0.7669000029563904;1.026729702949524
0.8258370757102966;0.8399258255958557;0.8288999795913696;0.8410107493400574
0.8327258825302124;0.8149334192276001;0.8156999945640564;0.8673751950263977
0.8376922607421875;0.7922992706298828;0.8240000009536743;0.8410757780075073
0.8429189324378967;0.7785572409629822;0.7760999798774719;0.9912436604499817
0.8474847674369812;0.7614491581916809;0.8274000287055969;0.8249261975288391
0.8518103361129761;0.7496761679649353;0.8201000094413757;0.8572301864624023
0.8557353615760803;0.7300714254379272;0.8361999988555908;0.7949752807617188
0.8581184148788452;0.7234866619110107;0.8288000226020813;0.8296900391578674
0.860080897808075;0.7136976718902588;0.8608999848365784;0.7114918828010559
0.86224365234375;0.704668402671814;0.8277999758720398;0.8170841336250305
0.8651474118232727;0.6935835480690002;0.8302000164985657;0.8263303637504578
0.865527868270874;0.6911465525627136;0.8507999777793884;0.7424266338348389
0.8689322471618652;0.6776326894760132;0.8561999797821045;0.7229622006416321
0.8723966479301453;0.6688215732574463;0.8600999712944031;0.7160781621932983
0.8743191361427307;0.6624784469604492;0.8312000036239624;0.8165249228477478
0.8735381364822388;0.6626602411270142;0.8519999980926514;0.7218482494354248
0.8767422437667847;0.6545342206954956;0.8550000190734863;0.7275511026382446
0.8786246180534363;0.6472982168197632;0.8550000190734863;0.726191520690918
0.8787047266960144;0.6409790515899658;0.8733000159263611;0.6689082980155945
0.8835108876228333;0.6301751732826233;0.8472999930381775;0.7712766528129578
0.8812680244445801;0.6344382762908936;0.8644999861717224;0.696764349937439
0.8839514851570129;0.6258899569511414;0.8672999739646912;0.6779486536979675
0.8861943483352661;0.6198052763938904;0.8435999751091003;0.752743124961853
0.8853532671928406;0.6149303913116455;0.8659999966621399;0.675023078918457
0.8878564834594727;0.6067513823509216;0.8779000043869019;0.645061731338501
0.8877763748168945;0.6068639755249023;0.8496999740600586;0.7311381697654724
0.8898990750312805;0.6018509268760681;0.8743000030517578;0.6464635729789734
0.8891981840133667;0.6018128395080566;0.868399977684021;0.6661096811294556
0.8909003734588623;0.6013270616531372;0.8838000297546387;0.6240794062614441
0.8923822641372681;0.5922656655311584;0.8841000199317932;0.6274337768554688
0.8954862356185913;0.5823798775672913;0.8823000192642212;0.6253010630607605
0.8937439918518066;0.5876279473304749;0.8597999811172485;0.724137544631958
0.8939042091369629;0.5845583081245422;0.8708000183105469;0.6586428880691528
0.8957064747810364;0.5824912786483765;0.878000020980835;0.6322906613349915
0.896928071975708;0.5746383666992188;0.8683000206947327;0.66287761926651
0.8971483707427979;0.5706005096435547;0.8651999831199646;0.6911568641662598
0.8987303972244263;0.5682253837585449;0.8798999786376953;0.621484100818634
0.8983098268508911;0.570173442363739;0.883400022983551;0.611099898815155
0.8978292346000671;0.566824197769165;0.8848000168800354;0.6162706017494202
0.9013537168502808;0.5587725043296814;0.8790000081062317;0.6335504651069641
0.900392472743988;0.5593366026878357;0.8701000213623047;0.6627524495124817
0.8993712067604065;0.5573262572288513;0.8791000247001648;0.624041736125946
0.9014538526535034;0.5546668767929077;0.8644999861717224;0.6789454221725464
0.9025552868843079;0.5538248419761658;0.8801000118255615;0.6164919137954712
0.902855634689331;0.5465747117996216;0.8834999799728394;0.6075564622879028
0.9042374491691589;0.5454409122467041;0.8812000155448914;0.6292979717254639
0.9023149609565735;0.545245349407196;0.8665000200271606;0.6675567626953125
